Start,End,Sleep Quality,Regularity,Heart rate (bpm),Steps,Alarm mode,Air Pressure (Pa),City,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Did snore,Snore time,Weather temperature (°C),Weather type
2020-01-16 00:47:27,2020-01-16 09:45:50,100%,89%,0,404,No alarm,101.3,,46.3,32303.0,30795.5,215.4,,,FALSE,0.0,0.0,No weather
2020-01-17 00:11:34,2020-01-17 09:26:21,97%,92%,0,1199,No alarm,100.6,,69.0,33286.9,29514.4,221.9,,,FALSE,0.0,0.0,No weather
2020-01-18 00:46:46,2020-01-18 11:08:39,100%,88%,0,939,No alarm,101.6,,59.3,37313.3,32711.3,248.8,,,FALSE,0.0,0.0,No weather
2020-01-19 01:34:06,2020-01-19 10:30:22,100%,87%,0,5257,No alarm,103.8,,52.9,32175.5,30245.0,214.5,,,FALSE,0.0,0.0,No weather
2020-01-19 23:46:08,2020-01-20 08:24:18,93%,79%,0,2043,No alarm,104.7,,68.1,31090.0,26944.7,2590.8,,,FALSE,0.0,0.0,No weather
2020-01-20 23:06:36,2020-01-21 06:42:49,81%,79%,0,3833,No alarm,104.2,,71.1,27372.7,23449.2,182.5,,,FALSE,0.0,0.0,No weather
2020-01-21 23:40:23,2020-01-22 09:50:47,100%,72%,0,26,No alarm,103.8,,54.4,36623.3,33571.4,244.2,,,FALSE,0.0,0.0,No weather
2020-01-23 00:24:39,2020-01-23 08:39:48,91%,78%,0,782,No alarm,103.5,,62.9,29708.6,28025.1,1683.5,,,FALSE,0.0,0.0,No weather
2020-01-23 23:40:59,2020-01-24 09:14:47,100%,81%,0,899,No alarm,102.4,,59.6,34428.1,27083.4,1950.9,,,FALSE,0.0,0.0,No weather
2020-01-24 23:47:04,2020-01-25 09:06:26,89%,90%,0,1848,No alarm,101.9,,92.9,33562.7,29647.0,3915.6,,,FALSE,0.0,0.0,No weather
2020-01-26 00:13:09,2020-01-26 10:28:50,98%,91%,0,607,No alarm,101.2,,64.0,36941.3,33247.2,246.3,,,FALSE,0.0,0.0,No weather
2020-01-27 00:37:43,2020-01-27 09:55:07,97%,92%,0,1770,No alarm,100.1,,68.9,33444.0,28315.9,3010.0,,,FALSE,0.0,0.0,No weather
2020-01-28 00:44:19,2020-01-28 10:09:53,92%,91%,0,718,No alarm,98.6,,83.8,33934.2,30653.9,1018.0,,,FALSE,0.0,0.0,No weather
2020-01-29 00:07:18,2020-01-29 09:04:26,94%,92%,0,1360,No alarm,99.6,,75.4,32227.8,28360.4,1289.1,,,FALSE,0.0,0.0,No weather
2020-01-29 22:58:48,2020-01-30 09:22:01,95%,90%,0,51,No alarm,100.3,,74.5,37392.6,31908.3,4237.8,,,FALSE,0.0,0.0,No weather
2020-01-31 00:47:56,2020-01-31 09:08:51,92%,86%,0,804,No alarm,100.1,,60.2,30054.6,27550.0,2504.5,,,FALSE,0.0,0.0,No weather
2020-02-01 00:12:12,2020-02-01 07:08:43,74%,83%,0,3926,No alarm,99.4,,72.0,24991.8,22159.4,166.6,,,FALSE,0.0,0.0,No weather
2020-02-01 23:31:47,2020-02-02 09:50:15,100%,78%,0,8423,No alarm,100.7,,60.4,37107.2,31541.1,247.4,,,FALSE,0.0,0.0,No weather
2020-02-02 23:33:36,2020-02-03 08:32:48,91%,80%,0,9039,No alarm,100.2,,86.5,32351.6,28361.6,2480.3,,,FALSE,0.0,0.0,No weather
2020-02-04 00:27:19,2020-02-04 08:44:16,87%,84%,0,3635,No alarm,100.7,,76.2,29816.3,24946.3,198.8,,,FALSE,0.0,0.0,No weather
2020-02-04 23:36:10,2020-02-05 11:13:04,64%,84%,0,3389,No alarm,103.3,,174.9,41813.6,35541.6,278.8,,,FALSE,0.0,0.0,No weather
2020-02-06 00:27:59,2020-02-06 09:40:28,97%,81%,0,98,No alarm,103.3,,69.4,33149.4,27072.0,2320.5,,,FALSE,0.0,0.0,No weather
2020-02-07 01:16:38,2020-02-07 09:05:56,91%,80%,0,113,No alarm,102.7,,45.7,28157.6,22338.4,2628.0,,,FALSE,0.0,0.0,No weather
2020-02-08 00:12:10,2020-02-08 09:04:04,89%,86%,0,4446,No alarm,100.8,,91.0,31913.3,28296.4,638.3,,,FALSE,0.0,0.0,No weather
2020-02-09 01:16:27,2020-02-09 09:18:23,84%,89%,0,1343,No alarm,99.6,,76.4,28915.6,24963.8,2120.5,,,FALSE,0.0,0.0,No weather
2020-02-10 00:40:21,2020-02-10 09:28:02,100%,91%,0,802,No alarm,98.1,,53.0,31660.6,26700.5,633.2,,,FALSE,0.0,0.0,No weather
2020-02-11 00:59:17,2020-02-11 10:00:02,91%,92%,0,1069,No alarm,99.1,,87.3,32444.5,27469.7,648.9,,,FALSE,0.0,0.0,No weather
2020-02-12 00:21:44,2020-02-12 09:35:27,98%,93%,0,142,No alarm,100.3,,65.9,33223.0,30343.7,664.5,,,FALSE,0.0,0.0,No weather
2020-02-13 00:49:18,2020-02-13 09:49:09,98%,93%,0,2411,No alarm,100.4,,64.3,32391.0,27316.4,1511.6,,,FALSE,0.0,0.0,No weather
2020-02-14 00:55:33,2020-02-14 09:35:46,96%,94%,0,665,No alarm,101.1,,60.8,31212.9,28403.7,1144.5,,,FALSE,0.0,0.0,No weather
2020-02-15 00:53:16,2020-02-15 09:27:44,86%,97%,0,1422,No alarm,101.1,,88.8,30867.5,28603.8,617.3,,,FALSE,0.0,0.0,No weather
2020-02-16 00:58:57,2020-02-16 10:12:10,99%,96%,0,1187,No alarm,98.4,,62.3,33193.2,29320.6,3872.5,,,FALSE,0.0,0.0,No weather
2020-02-18 00:16:41,2020-02-18 09:01:15,94%,89%,0,843,No alarm,101.0,,70.7,31474.5,26753.3,1049.1,,,FALSE,0.0,0.0,No weather
2020-02-18 23:44:57,2020-02-19 09:11:13,100%,89%,0,346,No alarm,101.1,,48.1,33976.8,30352.6,679.5,,,FALSE,0.0,0.0,No weather
2020-02-19 23:39:17,2020-02-20 10:19:28,100%,92%,0,859,No alarm,100.6,,55.7,38411.6,35210.6,768.2,,,FALSE,0.0,0.0,No weather
2020-02-21 01:01:56,2020-02-21 09:58:51,100%,90%,0,1189,No alarm,101.6,,48.9,32214.5,28778.3,1610.7,,,FALSE,0.0,0.0,No weather
2020-02-22 00:57:01,2020-02-22 09:40:20,91%,91%,0,1417,No alarm,100.6,,77.5,31398.6,28049.4,2093.2,,,FALSE,0.0,0.0,No weather
2020-02-23 00:16:41,2020-02-23 09:55:41,97%,92%,0,946,No alarm,101.3,,67.7,34739.2,30223.1,694.8,,,FALSE,0.0,0.0,No weather
2020-02-24 00:09:18,2020-02-24 10:34:05,88%,94%,0,663,No alarm,102.1,,96.2,37486.8,32613.5,4873.3,,,FALSE,0.0,0.0,No weather
2020-02-24 23:55:21,2020-02-25 10:00:58,94%,93%,0,7598,No alarm,99.8,,78.7,36337.0,33793.4,726.7,,,FALSE,0.0,0.0,No weather
2020-02-26 00:47:43,2020-02-26 08:48:29,91%,90%,0,2259,No alarm,99.3,,51.6,28846.3,25288.6,576.9,,,FALSE,0.0,0.0,No weather
2020-02-27 14:58:28,2020-02-28 01:50:24,91%,3%,0,9125,No alarm,101.0,,86.8,39115.9,33770.0,782.3,,,FALSE,0.0,0.0,No weather
2020-02-28 16:01:59,2020-02-29 02:40:11,39%,4%,0,23222,No alarm,101.0,,363.1,38292.2,27315.1,765.8,,,FALSE,0.0,0.0,No weather
2020-02-29 15:06:08,2020-02-29 21:13:08,26%,44%,0,0,No alarm,101.0,,562.5,22020.4,14166.5,440.4,,,FALSE,0.0,0.0,No weather
2020-03-02 13:28:14,2020-03-02 23:59:22,100%,55%,0,9113,No alarm,101.3,,43.1,37868.3,32819.2,1767.2,,,FALSE,0.0,0.0,No weather
2020-03-03 14:32:20,2020-03-03 19:20:33,55%,58%,0,11586,No alarm,101.1,,46.5,17292.4,12681.1,2075.1,,,FALSE,0.0,0.0,No weather
2020-03-04 10:43:00,2020-03-04 22:19:59,100%,48%,0,22912,No alarm,100.4,,40.0,41818.5,35267.0,836.4,,,FALSE,0.0,0.0,No weather
2020-03-05 12:28:44,2020-03-05 21:20:44,100%,58%,0,11403,No alarm,100.2,,47.9,31920.3,27983.4,638.4,,,FALSE,0.0,0.0,No weather
2020-03-08 13:43:39,2020-03-08 21:56:44,86%,85%,0,12088,No alarm,101.5,,78.1,29585.4,25936.5,1676.5,,,FALSE,0.0,0.0,No weather
2020-03-09 12:47:12,2020-03-09 20:42:43,81%,82%,0,10448,No alarm,101.5,,85.1,28531.0,24536.6,951.0,,,FALSE,0.0,0.0,No weather
2020-03-10 12:54:35,2020-03-10 22:12:54,87%,84%,0,14139,No alarm,102.0,,103.4,33498.2,27691.8,670.0,,,FALSE,0.0,0.0,No weather
2020-03-11 12:46:04,2020-03-11 22:37:05,93%,88%,0,6386,No alarm,101.8,,83.1,35461.9,32033.9,1300.3,,,FALSE,0.0,0.0,No weather
2020-03-12 13:00:26,2020-03-12 21:46:04,85%,91%,0,14414,No alarm,101.4,,100.9,31537.5,27542.7,630.7,,,FALSE,0.0,0.0,No weather
2020-03-14 13:32:59,2020-03-14 21:31:08,88%,92%,0,9357,No alarm,95.4,,58.9,28689.1,25724.5,573.8,,,FALSE,0.0,0.0,No weather
2020-03-15 12:54:48,2020-03-15 22:01:48,99%,92%,0,18989,No alarm,95.7,,61.1,32820.3,30741.7,656.4,,,FALSE,0.0,0.0,No weather
2020-03-16 13:40:38,2020-03-16 23:03:24,93%,88%,0,8178,No alarm,91.3,,80.7,33766.5,33091.2,675.3,,,FALSE,0.0,0.0,No weather
2020-03-17 12:19:00,2020-03-17 21:46:22,39%,84%,0,6450,No alarm,91.3,,324.7,34042.2,25758.6,2042.5,,,FALSE,0.0,0.0,No weather
2020-03-18 12:24:38,2020-03-18 23:03:41,95%,84%,0,16768,No alarm,101.4,,73.8,38342.7,32719.1,766.9,,,FALSE,0.0,0.0,No weather
2020-03-19 12:16:48,2020-03-19 21:10:03,100%,83%,0,9214,No alarm,100.9,,46.7,31994.7,26022.4,639.9,,,FALSE,0.0,0.0,No weather
2020-03-20 12:31:44,2020-03-20 22:01:53,100%,87%,0,15317,No alarm,100.7,,52.2,34209.1,30902.2,684.2,,,FALSE,0.0,0.0,No weather
2020-03-22 19:16:27,2020-03-23 05:18:33,100%,-2%,0,4436,No alarm,103.1,,52.0,36125.4,29020.8,2167.5,,,FALSE,0.0,0.0,No weather
2020-03-23 21:35:02,2020-03-24 07:34:14,100%,-17%,0,315,No alarm,102.6,,53.7,35951.5,32356.4,719.0,,,FALSE,0.0,0.0,No weather
2020-03-24 20:24:46,2020-03-25 07:46:23,97%,75%,0,99,No alarm,102.2,,65.4,40896.7,37897.7,817.9,,,FALSE,0.0,0.0,No weather
2020-03-25 20:48:04,2020-03-26 06:04:49,94%,78%,0,1109,No alarm,102.5,,78.0,33404.9,29619.0,668.1,,,FALSE,0.0,0.0,No weather
2020-03-26 21:54:48,2020-03-27 07:48:50,97%,82%,0,113,No alarm,102.7,,67.3,35641.2,31126.6,712.8,,,FALSE,0.0,0.0,No weather
2020-03-27 22:38:34,2020-03-28 06:27:35,81%,81%,0,282,No alarm,103.0,,82.9,28141.1,25045.6,1219.4,,,FALSE,0.0,0.0,No weather
2020-03-28 22:02:34,2020-03-29 08:22:03,91%,82%,0,282,No alarm,103.8,,65.7,33569.2,29652.8,671.4,,,FALSE,0.0,0.0,No weather
2020-03-29 23:12:16,2020-03-30 08:34:29,86%,86%,0,120,No alarm,104.1,,111.5,33733.3,29685.3,674.7,,,FALSE,0.0,0.0,No weather
2020-03-30 23:52:24,2020-03-31 08:05:58,88%,86%,0,239,No alarm,103.4,,69.1,29614.2,26060.5,592.3,,,FALSE,0.0,0.0,No weather
2020-03-31 23:25:02,2020-04-01 09:17:16,95%,86%,0,186,No alarm,102.9,,65.3,35533.4,32453.9,1184.4,,,FALSE,0.0,0.0,No weather
2020-04-01 23:21:54,2020-04-02 06:23:31,74%,81%,0,1330,No alarm,101.7,,74.8,25296.3,19140.8,1686.4,,,FALSE,0.0,0.0,No weather
2020-04-03 00:17:12,2020-04-03 07:41:13,84%,81%,0,132,No alarm,101.3,,51.6,26640.5,22289.2,1420.8,,,FALSE,0.0,0.0,No weather
2020-04-03 23:11:48,2020-04-04 10:51:24,98%,74%,0,476,No alarm,101.7,,58.7,41975.9,39037.6,839.5,,,FALSE,0.0,0.0,No weather
2020-04-05 00:29:01,2020-04-05 08:17:46,69%,71%,0,27,No alarm,101.8,,98.7,28124.6,23999.7,1593.7,,,FALSE,0.0,0.0,No weather
2020-04-06 00:21:38,2020-04-06 08:36:30,95%,76%,0,95,No alarm,100.7,,54.5,29692.1,27118.8,593.8,,,FALSE,0.0,0.0,No weather
2020-04-07 00:16:38,2020-04-07 08:48:25,83%,87%,0,45,No alarm,102.6,,81.3,30706.5,28045.3,614.1,,,FALSE,0.0,0.0,No weather
2020-04-08 00:04:06,2020-04-08 08:40:06,94%,73%,0,0,No alarm,102.7,,63.5,30960.1,28586.5,1238.4,,,FALSE,0.0,0.0,No weather
2020-04-08 23:33:55,2020-04-09 08:40:07,100%,97%,0,107,No alarm,102.5,,49.4,32772.6,27747.5,4042.0,,,FALSE,0.0,0.0,No weather
2020-04-10 00:27:41,2020-04-10 09:07:25,92%,94%,0,40,No alarm,102.8,,65.9,31184.9,24012.4,1559.2,,,FALSE,0.0,0.0,No weather
2020-04-11 00:54:26,2020-04-11 09:11:29,73%,93%,0,101,No alarm,102.3,,92.6,29822.8,27039.4,1292.3,,,FALSE,0.0,0.0,No weather
2020-04-12 00:17:22,2020-04-12 09:41:26,89%,92%,0,76,No alarm,101.8,,77.5,33844.8,28880.9,1466.6,,,FALSE,0.0,0.0,No weather
2020-04-13 00:57:15,2020-04-13 09:30:55,91%,93%,0,83,No alarm,102.3,,67.7,30819.9,25272.3,1438.3,,,FALSE,0.0,0.0,No weather
2020-04-14 00:06:12,2020-04-14 08:53:17,58%,90%,0,140,No alarm,103.1,,146.9,31624.6,28883.8,632.5,,,FALSE,0.0,0.0,No weather
2020-04-14 23:03:17,2020-04-15 09:47:14,100%,88%,0,225,No alarm,102.4,,47.5,38636.1,34514.9,1545.4,,,FALSE,0.0,0.0,No weather
2020-04-16 00:39:19,2020-04-16 08:36:51,68%,83%,0,3451,No alarm,101.8,,111.7,28652.1,26168.9,1528.1,,,FALSE,0.0,0.0,No weather
2020-04-17 00:03:00,2020-04-17 09:38:05,90%,82%,0,606,No alarm,102.1,,82.0,34505.5,31515.0,690.1,,,FALSE,0.0,0.0,No weather
2020-04-18 00:14:50,2020-04-18 09:30:48,85%,87%,0,130,No alarm,102.0,,93.5,33357.9,29688.5,667.2,,,FALSE,0.0,0.0,No weather
2020-04-19 00:04:31,2020-04-19 10:54:32,79%,90%,0,129,No alarm,102.2,,108.0,39001.8,35881.6,1170.1,,,FALSE,0.0,0.0,No weather
2020-04-19 23:48:01,2020-04-20 09:30:51,53%,90%,0,871,No alarm,102.5,,213.6,34969.6,31589.2,699.4,,,FALSE,0.0,0.0,No weather
2020-04-21 00:05:36,2020-04-21 09:10:18,100%,89%,0,111,No alarm,102.3,,45.4,32681.8,29304.7,2396.7,,,FALSE,0.0,0.0,No weather
2020-04-22 00:32:11,2020-04-22 07:01:47,70%,86%,0,123,No alarm,102.3,,69.8,23376.2,20103.6,467.5,,,FALSE,0.0,0.0,No weather
2020-04-23 00:22:09,2020-04-23 09:16:15,96%,84%,0,103,No alarm,102.5,,68.0,32046.8,26812.5,1602.3,,,FALSE,0.0,0.0,No weather
2020-04-24 00:15:09,2020-04-24 09:04:51,92%,85%,0,120,No alarm,102.0,,76.8,31782.9,26485.7,1801.0,,,FALSE,0.0,0.0,No weather
2020-04-26 00:03:51,2020-04-26 09:04:50,100%,98%,0,102,Normal,101.3,,56.7,32458.7,30186.6,2272.1,2020-04-26 09:00:00,2020-04-26 09:30:00,FALSE,0.0,0.0,No weather
2020-04-27 00:12:21,2020-04-27 07:06:36,71%,90%,0,151,Normal,100.8,,81.4,24855.0,21043.9,1077.0,2020-04-27 09:00:00,2020-04-27 09:30:00,FALSE,0.0,0.0,No weather
2020-04-27 23:25:53,2020-04-28 09:10:48,100%,79%,0,141,Normal,100.9,,54.1,35095.1,33808.3,1286.8,2020-04-28 09:00:00,2020-04-28 09:30:00,FALSE,0.0,0.0,No weather
2020-04-28 23:54:49,2020-04-29 08:00:38,81%,82%,0,178,Normal,100.6,,89.6,29149.3,24776.9,583.0,2020-04-29 07:30:00,2020-04-29 08:00:00,FALSE,0.0,0.0,No weather
2020-04-30 00:34:41,2020-04-30 09:58:23,99%,80%,0,190,No alarm,99.4,,60.1,33822.4,31454.8,676.4,,,FALSE,0.0,0.0,No weather
2020-05-01 00:40:47,2020-05-01 09:16:58,91%,86%,0,41,No alarm,99.1,,72.1,30971.1,26944.9,2580.9,,,FALSE,0.0,0.0,No weather
2020-05-02 00:32:44,2020-05-02 08:41:58,87%,89%,0,2717,No alarm,100.1,,69.4,29353.7,26711.9,587.1,,,FALSE,0.0,0.0,No weather
2020-05-03 00:14:28,2020-05-03 10:20:02,100%,90%,0,119,No alarm,101.4,,55.0,36333.5,31610.1,2664.5,,,FALSE,0.0,0.0,No weather
2020-05-04 00:08:42,2020-05-04 08:56:50,85%,89%,0,50,No alarm,101.8,,94.0,31688.0,27251.7,2535.0,,,FALSE,0.0,0.0,No weather
2020-05-05 00:53:53,2020-05-05 09:32:08,88%,87%,0,81,No alarm,102.4,,82.2,31094.4,28606.8,932.8,,,FALSE,0.0,0.0,No weather
2020-05-06 00:17:42,2020-05-06 09:37:29,97%,90%,0,48,No alarm,102.6,,66.8,33587.6,28885.4,671.8,,,FALSE,0.0,0.0,No weather
2020-05-07 00:22:55,2020-05-07 10:08:41,100%,93%,0,50,No alarm,102.6,,57.6,35145.8,32802.8,702.9,,,FALSE,0.0,0.0,No weather
2020-05-08 00:17:02,2020-05-08 08:38:13,91%,92%,0,57,No alarm,101.8,,63.9,30070.6,25359.5,2706.4,,,FALSE,0.0,0.0,No weather
2020-05-09 00:18:25,2020-05-09 09:05:58,94%,93%,0,138,No alarm,101.6,,69.0,31652.6,27854.3,633.1,,,FALSE,0.0,0.0,No weather
2020-05-10 00:39:07,2020-05-10 10:35:28,97%,89%,0,52,No alarm,100.9,,64.8,35781.4,30772.0,2743.2,,,FALSE,0.0,0.0,No weather
2020-05-11 00:52:58,2020-05-11 02:49:58,8%,63%,0,0,No alarm,102.2,,863.5,7020.6,0.0,0.0,,,TRUE,0.0,0.0,No weather
2020-05-11 23:47:16,2020-05-12 08:59:54,95%,53%,0,49,No alarm,102.4,,70.8,33157.3,30283.7,663.1,,,FALSE,0.0,0.0,No weather
2020-05-12 23:53:46,2020-05-13 09:51:44,95%,55%,0,100,No alarm,101.6,,72.6,35878.8,32888.9,717.6,,,FALSE,0.0,0.0,No weather
2020-05-14 00:20:55,2020-05-14 08:39:08,89%,73%,0,75,No alarm,102.3,,54.0,29893.3,27601.5,1096.1,,,FALSE,0.0,0.0,No weather
2020-05-15 00:07:01,2020-05-15 08:58:36,94%,91%,0,69,No alarm,102.3,,64.7,31895.3,27748.9,637.9,,,FALSE,0.0,0.0,No weather
2020-05-16 00:24:43,2020-05-16 09:57:46,96%,90%,0,173,No alarm,102.3,,57.0,34382.2,30485.6,1146.1,,,FALSE,0.0,0.0,No weather
2020-05-17 00:39:58,2020-05-17 10:05:24,96%,94%,0,4751,No alarm,102.2,,56.6,33925.8,29063.1,2940.2,,,FALSE,0.0,0.0,No weather
2020-05-18 00:12:07,2020-05-18 08:29:22,88%,90%,0,53,No alarm,102.0,,61.5,29834.9,26055.8,1690.6,,,FALSE,0.0,0.0,No weather
2020-05-19 00:00:20,2020-05-19 08:29:07,90%,93%,0,83,No alarm,102.1,,62.0,30527.1,27372.6,3154.5,,,FALSE,0.0,0.0,No weather
2020-05-19 23:46:32,2020-05-20 08:41:32,95%,92%,0,47,No alarm,102.2,,56.7,32100.4,27499.4,642.0,,,FALSE,0.0,0.0,No weather
2020-05-21 00:05:09,2020-05-21 06:38:47,70%,92%,0,19,No alarm,101.8,,51.1,23618.2,19918.1,1653.3,,,FALSE,0.0,0.0,No weather
2020-05-21 23:59:58,2020-05-22 06:47:46,71%,92%,0,77,No alarm,101.4,,76.4,24468.5,20145.8,489.4,,,FALSE,0.0,0.0,No weather
2020-05-22 23:11:55,2020-05-23 10:09:12,94%,81%,0,182,No alarm,101.2,,70.1,39436.9,34835.9,788.7,,,FALSE,0.0,0.0,No weather
2020-05-24 00:07:19,2020-05-24 06:21:11,66%,75%,0,0,No alarm,102.0,,56.2,22431.6,18393.9,822.5,,,FALSE,0.0,0.0,No weather
2020-05-24 23:29:09,2020-05-25 09:44:59,94%,64%,0,198,No alarm,103.2,,77.8,36950.5,32393.3,739.0,,,FALSE,0.0,0.0,No weather
2020-05-25 23:57:29,2020-05-26 08:34:57,91%,71%,0,4730,No alarm,103.3,,62.8,31048.2,26804.9,621.0,,,FALSE,0.0,0.0,No weather
2020-05-26 23:41:22,2020-05-27 09:03:23,88%,82%,0,68,No alarm,103.6,,131.5,33721.6,27539.3,2023.3,,,FALSE,0.0,0.0,No weather
2020-05-28 00:08:59,2020-05-28 09:30:58,93%,91%,0,95,No alarm,103.7,,82.5,33718.9,31470.9,674.4,,,FALSE,0.0,0.0,No weather
2020-05-29 00:03:33,2020-05-29 08:33:42,89%,92%,0,83,No alarm,103.1,,69.5,30609.4,26426.1,612.2,,,FALSE,0.0,0.0,No weather
2020-05-30 00:32:59,2020-05-30 09:12:00,93%,91%,0,93,No alarm,102.7,,44.1,31141.2,25328.1,1557.1,,,FALSE,0.0,0.0,No weather
2020-05-31 00:32:30,2020-05-31 10:02:53,93%,92%,0,2758,No alarm,102.6,,85.5,34223.8,29090.2,1254.9,,,FALSE,0.0,0.0,No weather
2020-06-01 00:03:18,2020-06-01 09:30:13,92%,92%,0,190,No alarm,102.7,,93.2,34015.4,32428.1,1587.4,,,FALSE,0.0,0.0,No weather
2020-06-02 00:20:56,2020-06-02 09:31:21,96%,94%,0,216,No alarm,102.4,,59.0,33024.9,29172.0,3852.9,,,FALSE,0.0,0.0,No weather
2020-06-03 00:22:01,2020-06-03 08:37:50,89%,94%,0,169,No alarm,101.3,,45.9,29749.3,22807.8,1487.5,,,FALSE,0.0,0.0,No weather
2020-06-04 00:07:07,2020-06-04 08:51:25,93%,95%,0,44,No alarm,100.8,,54.6,31457.8,27158.6,629.2,,,FALSE,0.0,0.0,No weather
2020-06-06 01:03:18,2020-06-06 09:16:36,88%,92%,0,46,No alarm,99.1,,50.4,29597.6,26736.5,1479.9,,,FALSE,0.0,0.0,No weather
2020-06-07 01:26:08,2020-06-07 10:55:25,94%,86%,0,57,No alarm,100.1,,72.5,34156.8,29602.6,2504.8,,,FALSE,0.0,0.0,No weather
2020-06-07 23:45:06,2020-06-08 08:50:10,93%,76%,0,55,No alarm,101.6,,77.0,32704.6,27689.9,4142.6,,,FALSE,0.0,0.0,No weather
2020-06-09 00:08:44,2020-06-09 09:14:44,96%,58%,0,0,No alarm,102.1,,54.6,32760.1,28282.9,2402.4,,,FALSE,0.0,0.0,No weather
2020-06-10 00:19:20,2020-06-10 08:17:17,86%,84%,0,70,No alarm,101.8,,48.1,28676.3,23036.6,4301.4,,,FALSE,0.0,0.0,No weather
2020-06-11 00:23:26,2020-06-11 08:40:48,88%,93%,0,12,No alarm,101.5,,55.1,29842.2,26261.1,596.8,,,FALSE,0.0,0.0,No weather
2020-06-12 00:19:51,2020-06-12 09:29:53,96%,93%,0,44,No alarm,101.3,,53.1,33001.6,24971.2,1210.1,,,FALSE,0.0,0.0,No weather
2020-06-13 00:05:51,2020-06-13 09:42:22,97%,95%,0,63,No alarm,100.8,,48.1,34590.6,29517.3,691.8,,,FALSE,0.0,0.0,No weather
2020-06-14 00:27:38,2020-06-14 11:12:45,95%,91%,0,400,No alarm,101.3,,59.6,38706.8,35739.3,774.1,,,FALSE,0.0,0.0,No weather
2020-06-14 23:49:21,2020-06-15 09:03:51,96%,86%,0,40,No alarm,101.6,,50.3,33270.0,28834.0,665.4,,,FALSE,0.0,0.0,No weather
2020-06-15 23:51:30,2020-06-16 09:23:05,96%,86%,0,14,No alarm,101.6,,52.8,34294.9,27893.2,1486.1,,,FALSE,0.0,0.0,No weather
2020-06-17 00:31:44,2020-06-17 08:37:04,85%,87%,0,47,No alarm,101.4,,61.2,29120.4,25917.1,1067.7,,,FALSE,0.0,0.0,No weather
2020-06-18 00:22:41,2020-06-18 09:22:50,95%,92%,0,34,No alarm,101.4,,59.2,32408.8,30032.2,648.2,,,FALSE,0.0,0.0,No weather
2020-06-19 00:30:15,2020-06-19 07:13:57,72%,87%,0,161,No alarm,101.0,,46.7,24221.9,19377.5,1291.8,,,FALSE,0.0,0.0,No weather
2020-06-20 00:03:57,2020-06-20 09:30:53,94%,84%,0,45,No alarm,101.5,,67.7,34016.3,27099.6,680.3,,,FALSE,0.0,0.0,No weather
2020-06-21 00:20:38,2020-06-21 08:55:54,91%,84%,0,161,No alarm,101.4,,58.1,30916.0,26690.8,1030.5,,,FALSE,0.0,0.0,No weather
2020-06-22 00:54:24,2020-06-22 09:52:53,93%,86%,0,58,No alarm,102.0,,75.9,32308.6,28970.0,1615.4,,,FALSE,0.0,0.0,No weather
2020-06-23 00:59:17,2020-06-23 08:38:22,81%,90%,0,4,No alarm,102.0,,59.2,27544.4,24973.6,1560.8,,,FALSE,0.0,0.0,No weather
2020-06-23 23:53:46,2020-06-24 07:25:14,80%,86%,0,344,No alarm,102.2,,52.3,27088.1,22754.0,541.8,,,FALSE,0.0,0.0,No weather
2020-06-25 00:31:01,2020-06-25 07:48:32,78%,87%,0,2532,No alarm,102.1,,48.6,26250.6,24500.5,1750.0,,,FALSE,0.0,0.0,No weather
2020-06-27 00:47:51,2020-06-27 08:18:29,78%,45%,0,331,No alarm,100.4,,72.6,27037.8,25235.3,540.8,,,FALSE,0.0,0.0,No weather
2020-06-28 01:01:20,2020-06-28 09:52:44,96%,43%,0,293,No alarm,100.0,,41.8,31883.9,28270.4,850.2,,,FALSE,0.0,0.0,No weather
2020-06-29 00:08:37,2020-06-29 09:06:57,90%,65%,0,1448,No alarm,100.1,,92.6,32299.5,29284.9,1184.3,,,FALSE,0.0,0.0,No weather
2020-06-30 00:23:39,2020-06-30 09:31:54,95%,89%,0,131,No alarm,100.2,,58.4,32895.6,28838.5,1315.8,,,FALSE,0.0,0.0,No weather
2020-07-01 01:10:48,2020-07-01 09:59:56,92%,90%,0,119,No alarm,99.8,,69.9,31748.6,27092.1,1481.6,,,FALSE,0.0,0.0,No weather
2020-07-02 00:46:08,2020-07-02 10:26:58,91%,92%,0,4547,No alarm,100.2,,89.3,34849.9,30435.6,2555.7,,,FALSE,0.0,0.0,No weather
2020-07-02 23:43:59,2020-07-03 09:47:42,95%,89%,0,621,No alarm,101.4,,58.3,36223.4,32842.5,3380.8,,,FALSE,0.0,0.0,No weather
2020-07-04 00:41:43,2020-07-04 07:56:16,77%,85%,0,191,No alarm,100.6,,58.8,26072.7,21988.0,521.5,,,FALSE,0.0,0.0,No weather
2020-07-04 23:52:20,2020-07-05 09:14:13,92%,82%,0,3241,No alarm,100.1,,79.3,33712.5,27981.4,674.3,,,FALSE,0.0,0.0,No weather
2020-07-05 23:51:23,2020-07-06 09:21:58,87%,86%,0,1983,No alarm,100.7,,123.3,34234.9,29784.3,684.7,,,FALSE,0.0,0.0,No weather
2020-07-07 01:24:53,2020-07-07 09:37:38,87%,89%,0,5945,No alarm,102.0,,57.7,29564.5,26016.7,1675.3,,,FALSE,0.0,0.0,No weather
